"Purchase_Amount","Time_Spent_on_Website","Number_of_products_browsed","Pictures","Shipping_Time","Review_rating","Find_website","Ease_of_purchase","Age","Device"
559.26,706,17,2.5,3.11,3.7,"Friends_or_Family",5,54,"PC"
547.28,587,14,2.9,3.04,4.3,"Search_Engine",4,44,"PC"
682.21,1146,27,2.7,3.14,3.7,NA,4,52,"Mobile"
666.67,848,19,3.9,3.35,4.7,"Search_Engine",4,47,"Mobile"
732.84,1430,35,2.9,3.88,4,"Search_Engine",4,48,"Mobile"
675.83,922,23,3.5,2.29,4.6,"Social_Media_Advertisement",NA,33,"Mobile"
414.44,540,12,2.9,3.1,3.6,"Search_Engine",3,28,"PC"
607.66,1003,24,2.7,5.44,3.1,"Friends_or_Family",3,53,"PC"
693.67,1075,26,3.1,3.19,4.5,NA,5,35,"PC"
546.26,180,2,3.1,2.38,4.9,"Search_Engine",5,51,"PC"
705.73,873,23,3,3.92,4.9,"Social_Media_Advertisement",NA,41,"PC"
659.58,907,22,2.3,4.12,3.9,"Social_Media_Advertisement",4,48,"PC"
487.81,249,7,2.8,2.48,3.8,"Search_Engine",3,54,"PC"
598,540,16,1.6,4.21,4.4,NA,3,48,"PC"
718.04,1224,26,3.3,4.81,4.3,"Search_Engine",4,57,"PC"
669.24,1147,24,1.4,3.18,3.3,NA,NA,42,"Mobile"
331.57,180,4,2,5.19,4.7,"Social_Media_Advertisement",3,63,"PC"
486.67,262,6,4,4.01,4.2,"Social_Media_Advertisement",NA,36,"PC"
697.28,1280,28,3.3,3.66,3.7,"Search_Engine",4,36,"Mobile"
493.92,180,2,1.8,2.52,4,"Search_Engine",3,44,"Mobile"
518.6,604,12,1.7,2.84,4.2,"Social_Media_Advertisement",4,39,"Mobile"
679.61,-999,-999,3.6,1.97,4.1,"Search_Engine",4,49,"Mobile"
565.26,513,14,2,2.79,3.4,"Social_Media_Advertisement",5,41,"Mobile"
662.06,1433,32,3,1.03,3.4,"Search_Engine",5,32,"PC"
533.02,344,10,3.1,3.29,4.5,"Other",3,46,"PC"
630.74,891,21,4.3,1.45,3.5,"Social_Media_Advertisement",4,38,"PC"
598.05,981,24,1.4,2.17,3.8,"Search_Engine",3,49,"Mobile"
555.62,699,17,2,4.94,3.5,"Search_Engine",4,39,"Mobile"
736.32,1384,30,2.8,2.21,3.7,"Search_Engine",5,45,"Mobile"
604.4,962,23,2.9,3.74,3.8,"Search_Engine",4,42,"Mobile"
513.53,180,2,2.9,4.61,3.9,"Social_Media_Advertisement",NA,51,"PC"
512.62,488,11,3.1,2.58,4.2,"Search_Engine",5,39,"PC"
529.59,575,12,3.2,3.7,4,NA,4,56,"PC"
671.3,1466,33,3.9,3.01,3.3,"Social_Media_Advertisement",5,34,"Mobile"
703.06,1043,25,2,3.62,4.4,"Search_Engine",5,47,"Mobile"
477.95,945,23,2.3,2.52,4.5,"Search_Engine",4,64,"PC"
537.14,422,11,3.1,4.06,4.9,NA,4,41,"PC"
275,365,10,2.9,1.64,4.5,"Search_Engine",4,69,"PC"
468.62,423,9,4.3,3.51,3.7,"Social_Media_Advertisement",4,58,"PC"
698.46,1222,31,5,2.18,4.1,"Search_Engine",4,53,"PC"
689.5,-999,-999,2.2,3.54,3.8,"Social_Media_Advertisement",4,38,"PC"
689.99,1105,26,2.3,3.8,4,"Social_Media_Advertisement",5,53,"Mobile"
768.89,1305,30,3,2.27,4.9,"Social_Media_Advertisement",3,54,"PC"
583.58,460,15,3.4,2.67,5,"Search_Engine",3,53,"PC"
689.89,1094,26,2.1,1.83,4.2,"Search_Engine",5,44,"PC"
591.58,577,15,2.1,1.14,4.2,"Search_Engine",4,41,"PC"
626.92,867,18,2.9,4.11,3.8,"Search_Engine",4,35,"PC"
492.92,788,20,3.1,3.18,2.9,"Social_Media_Advertisement",4,58,"Mobile"
512.69,575,15,2.9,3.54,3.9,"Social_Media_Advertisement",5,31,"PC"
459.3,538,12,3.1,1.67,3.8,NA,4,53,"PC"
573.32,899,24,1.9,3.44,3.7,"Search_Engine",4,59,"PC"
546.38,432,9,3.3,3.31,4,"Search_Engine",3,50,"PC"
572.26,747,19,2.2,2.53,4.3,NA,4,29,"PC"
453.79,621,17,4.2,2.71,3.7,"Social_Media_Advertisement",4,30,"Mobile"
469.58,788,18,2.9,2.21,4.1,NA,4,62,"Mobile"
726.02,1335,34,4.5,1.43,4.6,"Social_Media_Advertisement",5,60,"PC"
600.9,639,17,2.8,2.77,4.5,NA,5,33,"PC"
615.61,729,16,4.4,3.29,3.6,"Search_Engine",4,35,"PC"
648.2,821,16,3.1,2.33,3.8,"Social_Media_Advertisement",4,47,"Mobile"
546.72,1191,29,2.4,2.16,3.9,"Search_Engine",3,62,"PC"
708.81,1056,27,3.8,1.68,2.8,"Search_Engine",4,44,"Mobile"
630.28,807,19,3.3,3.24,3.8,"Search_Engine",4,46,"Mobile"
520.98,640,16,2.7,3.2,3.4,"Search_Engine",4,39,"PC"
513.56,542,14,2.9,1.76,4.3,"Social_Media_Advertisement",NA,31,"PC"
613.04,831,17,3.6,2.29,3.1,"Search_Engine",4,43,"PC"
562.88,754,19,1.4,2.77,3.6,"Social_Media_Advertisement",3,38,"PC"
449.83,224,7,3.2,2.4,4,"Social_Media_Advertisement",4,49,"Mobile"
631.98,1040,25,1.9,3.14,3.8,"Search_Engine",NA,49,"Mobile"
583.34,781,19,3.9,3.42,4.1,"Search_Engine",4,52,"Mobile"
517.84,573,13,4.1,3.23,3.6,NA,4,29,"PC"
498.03,596,17,3.4,3.51,3.9,"Search_Engine",NA,58,"Mobile"
484,703,17,2.8,4.43,3.5,"Social_Media_Advertisement",5,61,"PC"
409.71,745,17,3.2,5.06,4.9,"Social_Media_Advertisement",4,17,"PC"
489.83,180,3,2.1,1.5,4,"Search_Engine",4,45,"PC"
674.3,1090,26,3.7,3.88,3.1,"Search_Engine",4,42,"Mobile"
488.95,840,18,3.9,3.08,4.1,"Search_Engine",4,58,"PC"
551.95,912,24,3.7,3.19,3.8,"Social_Media_Advertisement",3,32,"PC"
747,1028,25,2,3.57,5,"Social_Media_Advertisement",4,38,"PC"
599.28,885,21,1.4,4.12,3.7,"Search_Engine",4,48,"Mobile"
568.93,872,22,3.9,4.08,3.9,"Search_Engine",4,49,"Mobile"
575.98,852,20,3.7,2.5,4.3,"Social_Media_Advertisement",NA,31,"Mobile"
597.98,990,25,2.8,2.41,3.9,"Search_Engine",3,60,"PC"
626.51,895,19,2,2.35,4.3,"Search_Engine",NA,50,"PC"
631.54,793,19,2.4,3.86,4.9,"Search_Engine",3,41,"PC"
598.36,525,13,6.2,2.58,4.7,"Search_Engine",5,49,"PC"
587.45,820,20,1.8,3.86,3.9,"Search_Engine",5,42,"Mobile"
675.32,942,21,4.2,1.8,3.2,"Social_Media_Advertisement",4,50,"PC"
693.32,1022,25,2.6,4.64,4.1,"Social_Media_Advertisement",4,46,"PC"
633.4,962,25,2.7,4.93,3.9,"Social_Media_Advertisement",NA,41,"Mobile"
634.38,1081,24,2.7,3.83,3.7,NA,5,57,"PC"
572.14,739,17,2,2.93,4,"Search_Engine",NA,40,"Mobile"
680.45,1065,26,3.8,2.18,4.1,"Social_Media_Advertisement",4,45,"PC"
505.1,454,13,3,3.01,3.5,"Search_Engine",4,33,"PC"
574.42,815,20,2,4.21,4.4,"Search_Engine",5,34,"PC"
543.04,610,14,2.9,4.16,3.7,"Social_Media_Advertisement",4,40,"PC"
806.02,1432,33,2.6,3.13,4.1,"Social_Media_Advertisement",4,38,"PC"
676.29,866,21,2.7,2.58,4.4,NA,4,39,"PC"
623.3,986,20,3.8,3.19,4.5,"Friends_or_Family",5,54,"PC"
565.95,-999,-999,3.1,2.1,3.4,"Search_Engine",4,44,"PC"
699.82,1178,27,3.4,2.72,4.9,"Social_Media_Advertisement",4,49,"PC"
666.88,1155,26,3.6,3.36,3.3,"Search_Engine",4,36,"PC"
496.62,345,8,3.7,1.8,4.9,"Social_Media_Advertisement",4,36,"Mobile"
709.74,1137,27,2.9,2.65,3.6,"Search_Engine",4,50,"PC"
545.76,1050,27,1.9,5.85,3.6,"Social_Media_Advertisement",5,30,"PC"
466.69,578,14,5,2.47,4.3,NA,NA,27,"PC"
604.9,956,25,4.3,3.62,3.4,"Search_Engine",NA,44,"Mobile"
610.4,863,20,3,2.57,4.1,"Social_Media_Advertisement",4,43,"PC"
618.96,810,18,2.4,4.33,4.1,"Search_Engine",4,50,"PC"
480.8,614,14,1.8,2.79,4.5,"Friends_or_Family",NA,62,"PC"
593.26,672,16,4.1,3.91,3.8,"Search_Engine",NA,42,"PC"
475.94,360,8,2.2,2.13,4.2,"Search_Engine",4,44,"PC"
601.78,1080,28,2.3,3.4,4.9,"Friends_or_Family",4,56,"Mobile"
551.82,380,10,3.2,3.31,4.3,"Search_Engine",NA,44,"PC"
727.26,1340,30,4.5,1.34,3.4,"Social_Media_Advertisement",4,51,"Mobile"
584.8,736,18,3.1,1.36,4.8,"Friends_or_Family",4,46,"Mobile"
701.94,1183,27,3.6,4.1,3.8,"Social_Media_Advertisement",NA,48,"Mobile"
758.87,1096,26,2.3,4.16,4.5,NA,4,38,"PC"
613.4,657,17,3.2,5.42,4.1,"Search_Engine",4,44,"PC"
687.04,949,21,2.7,3.25,3.6,"Social_Media_Advertisement",5,51,"PC"
523.44,697,15,3.9,1.88,3.3,"Search_Engine",4,45,"Mobile"
628.48,861,18,2.9,3.19,4.1,"Search_Engine",4,36,"PC"
559.58,662,16,2.3,2.57,3.9,"Search_Engine",5,43,"Mobile"
655.23,1157,25,3.6,4.76,4.9,"Search_Engine",4,58,"PC"
766.08,1228,28,2.9,3.36,4.2,"Social_Media_Advertisement",4,35,"PC"
683.26,938,25,2.1,2.54,4,"Social_Media_Advertisement",NA,45,"PC"
534.93,508,11,1.7,3.43,3.7,"Search_Engine",4,41,"PC"
431.5,439,8,3.7,4.26,3,"Search_Engine",4,50,"Mobile"
589.86,579,12,3,4.82,4.5,"Social_Media_Advertisement",NA,44,"PC"
424.7,500,9,1.4,4.52,3.5,"Search_Engine",4,26,"PC"
599.16,732,19,3.6,1.89,3.3,"Social_Media_Advertisement",4,43,"PC"
525.48,908,21,2,2.94,3.2,"Social_Media_Advertisement",4,59,"Mobile"
661.24,899,20,2.4,2.8,3.6,"Social_Media_Advertisement",4,37,"PC"
507.38,649,16,3.2,3.17,3.9,"Social_Media_Advertisement",5,47,"Mobile"
557.57,730,19,3.3,4.35,3.9,"Search_Engine",3,48,"Mobile"
772.61,1364,30,2.6,2.41,3.7,"Search_Engine",4,42,"PC"
681.31,986,22,3.7,2.87,3.9,"Social_Media_Advertisement",NA,41,"PC"
567.79,690,16,2.5,3.49,4.1,"Social_Media_Advertisement",5,46,"Mobile"
419.16,180,4,4.6,1.22,3.6,"Search_Engine",4,41,"Mobile"
589.34,-999,-999,1.7,4.69,4.9,"Search_Engine",4,44,"PC"
601.71,707,18,3.6,2.75,3.7,"Search_Engine",5,51,"PC"
745.83,1087,25,3.2,1.09,4.1,"Search_Engine",5,38,"PC"
682.6,1047,23,3.8,4.44,4.2,"Search_Engine",4,44,"Mobile"
615.16,736,18,2.5,3.14,3.7,"Search_Engine",5,48,"PC"
577.51,812,22,2.8,4.15,4,"Search_Engine",4,37,"PC"
548.27,365,7,4.9,4.08,3.8,"Social_Media_Advertisement",5,44,"PC"
490.53,506,11,3.5,2.41,4.1,"Search_Engine",5,40,"PC"
451.38,460,12,2.1,3.01,3.9,"Search_Engine",4,39,"Mobile"
532.61,715,16,3.2,2.59,4,NA,4,32,"PC"
726.03,1288,30,2,2.55,2.9,"Search_Engine",4,44,"PC"
694.56,1210,28,4.4,2.93,4.7,"Friends_or_Family",4,40,"PC"
498.56,547,13,4.4,2.21,2.8,"Social_Media_Advertisement",4,41,"PC"
722.93,1105,26,1,3.25,4.4,"Search_Engine",4,45,"Mobile"
596.4,823,20,3.2,4.55,3.9,"Search_Engine",NA,33,"PC"
610.15,836,18,2.5,2.33,3.8,NA,5,53,"PC"
595.51,732,18,2.7,3.38,3.5,"Search_Engine",NA,49,"PC"
577.92,663,13,3.9,3.72,3.4,"Search_Engine",4,53,"PC"
500.13,718,16,3.6,3,3,"Search_Engine",4,27,"PC"
691.88,916,20,4.2,1.89,4.3,NA,3,44,"Mobile"
546.46,683,17,4.2,4.1,4.9,"Search_Engine",NA,55,"Mobile"
668.8,967,24,3.6,4.01,3.9,"Social_Media_Advertisement",4,45,"PC"
398.71,194,5,1.7,2.96,3.9,"Search_Engine",4,52,"PC"
574.85,497,11,3.5,4.96,4.4,NA,3,36,"PC"
592.25,1061,24,2.7,2.38,4,"Social_Media_Advertisement",5,29,"Mobile"
624.53,782,19,2.3,3.51,3.6,"Search_Engine",4,43,"PC"
635.47,1432,35,2.4,3.99,3.7,"Social_Media_Advertisement",3,36,"PC"
471.94,180,2,1.8,4.37,4,NA,3,34,"PC"
547.59,787,19,3.7,4.52,3.5,"Social_Media_Advertisement",3,46,"PC"
556.5,417,12,3.5,4.08,4.4,"Social_Media_Advertisement",4,36,"PC"
436.66,295,6,2.4,3.74,3.7,"Search_Engine",3,56,"Mobile"
598.9,748,17,2.8,1.52,4.4,"Social_Media_Advertisement",4,35,"PC"
692.62,1124,26,3.4,2.04,4.5,"Search_Engine",5,50,"Mobile"
486.17,266,5,2.8,2.3,3.8,"Search_Engine",4,42,"Mobile"
559.39,828,20,1.4,3.47,3.9,"Friends_or_Family",NA,47,"PC"
623.63,883,19,2,4.74,3.6,NA,4,41,"PC"
619.46,1046,25,4.2,2.51,3.6,"Search_Engine",4,36,"PC"
625.82,714,20,4.4,4.45,3.8,"Search_Engine",3,38,"PC"
506.5,1058,23,2.6,3.31,4.1,NA,3,68,"PC"
550.58,683,15,3.6,1.44,4,"Social_Media_Advertisement",5,35,"PC"
439.36,516,15,2.6,1.61,3.8,"Search_Engine",4,35,"PC"
529.42,758,21,1.5,2.04,3,NA,NA,54,"PC"
623.21,724,18,1.5,3.27,3.9,"Social_Media_Advertisement",4,49,"Mobile"
664.43,905,20,4.7,2.32,4.5,"Search_Engine",4,43,"PC"
612.22,882,20,3,3.45,3.6,"Search_Engine",4,39,"PC"
659.16,1204,29,2.1,2.03,3.8,"Search_Engine",4,57,"PC"
629.82,942,22,1.9,1.74,3.9,NA,4,50,"PC"
635.86,731,17,3.3,2.49,4.3,"Search_Engine",4,42,"PC"
674.13,1152,30,5.4,3.47,3.8,"Friends_or_Family",4,41,"Mobile"
599.92,904,21,3,4.15,4.1,"Search_Engine",3,36,"PC"
491.38,591,15,3.6,1.93,4.2,"Social_Media_Advertisement",3,55,"PC"
636.18,955,21,2.4,1.39,3.9,"Search_Engine",5,42,"PC"
515.9,258,6,2.8,2.77,4.5,"Search_Engine",4,41,"PC"
606.52,961,23,3.6,1,3.7,"Search_Engine",NA,42,"PC"
576.72,740,17,3.4,1.37,3.7,"Search_Engine",NA,35,"PC"
515.26,180,3,1.3,3.07,3.1,"Search_Engine",4,45,"PC"
641.01,875,21,2.3,1.61,4.2,"Social_Media_Advertisement",4,44,"PC"
523.68,786,19,2.8,4.2,3,"Search_Engine",5,35,"PC"
523.93,800,20,3.1,2.64,3.3,"Friends_or_Family",4,54,"Mobile"
497.23,437,10,4.1,1.26,3.4,"Social_Media_Advertisement",3,56,"Mobile"
533.45,829,21,3.3,3.19,3.7,"Friends_or_Family",3,59,"PC"
548.91,712,17,2.3,3.62,3.5,"Search_Engine",4,45,"Mobile"
570.6,934,21,4.6,2.99,3.2,"Friends_or_Family",NA,30,"PC"
701.92,1246,31,2.8,3.42,4.3,"Social_Media_Advertisement",4,44,"PC"
635.2,828,20,2,4.63,3.7,"Search_Engine",4,44,"Mobile"
565.12,665,14,4.1,2.53,3.5,"Search_Engine",4,44,"PC"
648.27,963,25,2.4,2.75,3.3,"Friends_or_Family",3,50,"PC"
469.57,579,16,3.6,2.05,4.2,"Search_Engine",3,28,"Mobile"
664.02,1160,26,3.7,2.76,3.8,"Friends_or_Family",4,34,"Mobile"
357.64,754,16,2.4,2.61,4.1,"Search_Engine",5,69,"PC"
756.18,1384,31,1.7,3.54,4.1,"Social_Media_Advertisement",4,48,"PC"
443.89,693,18,3.3,3.57,3.4,"Search_Engine",4,60,"Mobile"
503.58,585,13,4.2,3.31,4.5,"Search_Engine",4,38,"Mobile"
326.12,289,8,3.8,3.29,4.5,"Search_Engine",4,63,"PC"
494.14,742,17,4.1,3.6,4.3,"Search_Engine",4,61,"PC"
704.41,1113,28,3.7,2.5,3.8,"Search_Engine",NA,44,"Mobile"
514.74,335,10,2.7,1.72,3.3,"Social_Media_Advertisement",5,43,"PC"
548.78,504,12,4.5,2.05,3.9,"Search_Engine",3,32,"PC"
720.58,1219,27,3.9,4.84,3.7,"Search_Engine",5,46,"PC"
661.72,1097,27,2.7,4.18,3.9,"Search_Engine",4,52,"Mobile"
316.1,-999,-999,2,3.27,3.8,"Social_Media_Advertisement",4,15,"PC"
596.6,955,22,2,2.14,3.8,"Search_Engine",3,38,"PC"
514.48,512,14,4.7,2.63,4.2,"Social_Media_Advertisement",4,39,"PC"
700.76,1193,25,2.7,4.07,3.8,"Friends_or_Family",4,49,"PC"
628.08,1169,28,4,1.91,4.7,"Search_Engine",4,28,"PC"
545.64,654,15,4.4,4.45,3.9,"Social_Media_Advertisement",4,40,"PC"
553.36,599,12,3.7,1.26,4.9,"Search_Engine",4,51,"PC"
823.64,1510,35,2.1,3.27,4.1,"Social_Media_Advertisement",3,41,"PC"
547.22,580,13,1.1,1.36,3.3,"Social_Media_Advertisement",4,53,"Mobile"
605.98,1046,24,3.2,4.21,4.3,"Search_Engine",3,58,"PC"
729,1276,31,3.6,3.31,4.1,"Other",4,47,"PC"
511.13,742,18,3.4,4.15,3.5,"Search_Engine",4,59,"PC"
711.44,1046,24,2.1,3.14,4.4,"Social_Media_Advertisement",4,41,"PC"
604.08,744,18,3.9,1.64,4.1,"Social_Media_Advertisement",4,43,"PC"
658.14,901,19,3,2.27,4.3,"Social_Media_Advertisement",3,36,"Mobile"
701.78,1129,29,4.6,2.21,3.9,"Search_Engine",NA,46,"PC"
616.02,614,16,3.8,3.54,4.4,"Social_Media_Advertisement",3,48,"Mobile"
649.85,844,18,3.1,1.36,3.8,"Social_Media_Advertisement",4,44,"PC"
672.44,995,25,2.8,2.04,4.1,"Search_Engine",4,45,"PC"
678.82,954,22,2.7,3.84,3.6,"Social_Media_Advertisement",4,36,"Mobile"
596.1,921,21,3.4,3.73,4.4,"Search_Engine",NA,28,"PC"
636.02,877,19,3.8,3.75,3.7,"Social_Media_Advertisement",5,40,"PC"
642.42,1031,22,4.7,3.19,4.3,"Search_Engine",3,30,"PC"
449,602,14,3.2,1.78,3.3,"Search_Engine",4,63,"PC"
511.85,496,13,3.5,3.08,4.1,"Search_Engine",3,42,"PC"
487.88,528,13,2.8,1.29,3.8,"Search_Engine",4,49,"PC"
374.7,697,19,4,1.07,4.6,"Social_Media_Advertisement",4,20,"PC"
703.14,727,16,2.5,2.97,4.9,"Social_Media_Advertisement",NA,40,"PC"
515.33,657,16,4.2,3.41,4.1,"Social_Media_Advertisement",4,46,"Mobile"
351.85,760,17,1.7,3.16,4,"Search_Engine",4,66,"Mobile"
561.34,788,19,1.5,3.16,3.8,"Social_Media_Advertisement",4,54,"PC"
591.4,767,16,3.7,3.13,4.1,"Search_Engine",NA,43,"PC"
381.54,180,5,3.1,4.46,4.9,"Search_Engine",4,58,"PC"
693.39,1099,26,3.8,2.95,4.1,"Friends_or_Family",5,36,"PC"
542.65,865,20,4.2,2.89,3.3,"Search_Engine",NA,54,"PC"
596.98,647,18,3.9,3.67,4.5,"Search_Engine",4,45,"Mobile"
596.41,886,20,2.9,2.19,4,NA,3,32,"PC"
671.56,1230,32,3.3,2.77,3.5,"Search_Engine",4,44,"Mobile"
812.04,1544,36,3.5,1.68,2.6,"Social_Media_Advertisement",3,47,"PC"
371.02,631,15,3.8,2.92,4,"Social_Media_Advertisement",NA,66,"PC"
588.54,781,17,1.7,2.21,3.6,"Search_Engine",4,44,"Mobile"
698.82,1031,22,1.9,2.59,4.2,"Social_Media_Advertisement",NA,37,"PC"
562.58,468,10,3.9,4.28,4.4,"Social_Media_Advertisement",4,45,"PC"
562.63,601,16,3,3.36,4.1,"Search_Engine",NA,43,"PC"
456.02,869,22,3.1,2.19,3.7,"Friends_or_Family",4,62,"Mobile"
586.63,718,16,2.4,2.71,4.1,NA,4,37,"Mobile"
476.31,388,9,3.9,4.12,3.8,"Search_Engine",5,36,"Mobile"
536.28,394,10,2.7,1.72,3.6,"Social_Media_Advertisement",5,40,"PC"
505.22,587,13,2.1,3.26,3.3,"Search_Engine",5,41,"PC"
395.14,280,6,5.7,2.95,3.9,"Search_Engine",4,30,"PC"
750.96,1276,27,3.5,2.86,4.3,"Search_Engine",4,41,"PC"
589.26,1076,26,2.3,4.02,3,"Social_Media_Advertisement",4,34,"PC"
632.64,870,21,3.8,1.48,3.8,"Search_Engine",4,44,"Mobile"
629.53,956,23,3.4,3.94,3.3,"Search_Engine",4,42,"PC"
625.74,924,22,3.4,1.53,3.5,"Social_Media_Advertisement",4,38,"Mobile"
536.21,899,22,3.4,3.86,4.3,"Search_Engine",4,61,"PC"
740.38,1288,31,4.2,3,4.2,NA,4,48,"PC"
533.58,743,20,2.5,3.34,3,"Search_Engine",4,42,"PC"
667.3,945,21,2.2,2.77,3.8,"Social_Media_Advertisement",4,41,"Mobile"
638.48,854,20,3.7,2.99,3.9,"Search_Engine",5,50,"PC"
545.03,487,12,3,4.13,4.8,"Search_Engine",4,34,"Mobile"
592.42,1070,24,2.5,4.12,2.9,NA,4,36,"PC"
518.61,483,12,3.7,1.92,3.7,"Other",NA,47,"PC"
533.43,792,18,2.7,2.96,4.1,"Social_Media_Advertisement",NA,29,"Mobile"
494.54,728,15,2.6,3.12,3.7,"Search_Engine",4,55,"PC"
418.74,974,22,2.5,2.18,3.5,"Search_Engine",NA,20,"PC"
537.55,465,14,2,2.81,4,"Search_Engine",4,43,"PC"
362.04,1172,27,2.2,2.69,4.5,"Search_Engine",4,73,"PC"
695.78,964,22,2.6,2.95,4.4,"Search_Engine",5,53,"Mobile"
530.88,731,17,3.2,3.92,3.4,"Search_Engine",5,36,"PC"
570.64,1173,27,3,6.28,3.5,"Search_Engine",4,64,"Mobile"
583.7,929,23,2.9,3.42,4.6,"Social_Media_Advertisement",3,54,"PC"
608.97,998,23,1.7,1.84,4.1,"Social_Media_Advertisement",3,56,"Mobile"
547.2,716,17,3.6,2.94,3.4,NA,4,45,"PC"
444.88,585,11,3.6,1.73,4.4,"Search_Engine",4,60,"Mobile"
543.72,1025,22,3.1,3.8,3.4,"Friends_or_Family",4,60,"PC"
443.39,767,20,2.6,2.89,4,"Search_Engine",4,22,"PC"
511.35,723,17,3.3,4.99,3.5,"Friends_or_Family",5,45,"PC"
654.36,1085,24,3.1,2.76,3.8,"Search_Engine",4,44,"PC"
634.45,768,15,4.2,3.77,3.9,"Search_Engine",4,41,"PC"
557.05,449,13,2.4,2.73,3.6,"Search_Engine",4,46,"PC"
576.67,746,20,3,3.27,4.1,"Search_Engine",5,33,"PC"
522.45,180,4,2.3,2.2,4.4,"Social_Media_Advertisement",5,43,"Mobile"
482.44,645,16,6,1.73,4,NA,4,29,"PC"
718.96,1258,30,2,1.92,4.1,"Search_Engine",5,54,"PC"
790.27,1061,22,3.9,3.89,4.2,"Search_Engine",4,41,"PC"
606.6,1166,28,2,3.5,4.7,"Friends_or_Family",4,65,"PC"
580.66,663,14,3.4,2.38,4.3,"Search_Engine",4,38,"PC"
489.67,569,15,3.5,3.77,2.7,"Social_Media_Advertisement",4,45,"PC"
525.14,404,6,2.4,1.44,3.9,"Social_Media_Advertisement",4,42,"PC"
589.72,921,22,3.1,3.04,4,"Friends_or_Family",5,57,"PC"
708.34,797,20,2.2,3.85,4,"Friends_or_Family",4,49,"PC"
611.84,995,24,2,2.5,4,"Search_Engine",4,55,"Mobile"
618.6,816,20,3.9,2.99,4.7,"Search_Engine",4,38,"Mobile"
660.96,1142,26,4.6,2.31,3.4,"Social_Media_Advertisement",NA,41,"Mobile"
568.05,675,19,2.4,4.93,4.2,NA,4,36,"PC"
459.62,369,10,2.7,3.44,3.7,"Search_Engine",5,51,"PC"
610.32,844,21,1.1,4.1,4.2,"Social_Media_Advertisement",3,58,"Mobile"
628.7,893,20,4,3.31,4.1,"Friends_or_Family",NA,44,"PC"
624.8,764,19,3,3.44,5,"Search_Engine",4,42,"Mobile"
639.46,849,21,2,4.27,4.9,"Friends_or_Family",3,47,"Mobile"
499.62,764,15,3,2.85,3.9,"Search_Engine",NA,27,"Mobile"
643.14,1050,27,2.7,4.14,3.7,"Search_Engine",4,51,"PC"
649.56,1233,31,2,4.53,3.3,NA,4,50,"PC"
565.77,654,16,2.4,2.76,2.5,"Social_Media_Advertisement",3,47,"PC"
557.98,757,18,5.9,3.67,4.9,"Search_Engine",NA,22,"PC"
543.2,766,19,1.3,3.19,3.6,"Social_Media_Advertisement",5,57,"Mobile"
776.62,1454,37,4.2,1.15,4.4,"Search_Engine",4,39,"PC"
572.52,777,17,3.6,3.89,3.5,NA,4,39,"PC"
639.68,659,15,3.1,3.07,4,"Friends_or_Family",4,49,"Mobile"
655.78,964,24,2.1,2.23,4.1,"Search_Engine",3,37,"PC"
746.26,1085,28,2.4,3.04,4.4,NA,4,44,"PC"
562.7,614,17,3,4.3,4.3,NA,4,47,"Mobile"
568.26,1060,23,3.5,2.65,4,"Search_Engine",4,63,"PC"
475.6,-999,-999,3.2,3.83,3.5,"Social_Media_Advertisement",4,36,"Mobile"
562.98,689,18,1.2,1.02,4.2,"Social_Media_Advertisement",4,45,"PC"
175.51,660,16,4.3,4.98,3.5,"Social_Media_Advertisement",4,74,"Mobile"
577.06,562,12,3.1,3.27,4.1,"Social_Media_Advertisement",4,48,"PC"
559.48,826,22,4.6,4.01,3.8,"Search_Engine",4,52,"PC"
567.24,1110,27,4.7,3.33,3.7,"Social_Media_Advertisement",4,62,"Mobile"
760.95,1358,30,4.3,2.61,3.6,"Friends_or_Family",4,56,"PC"
475.6,644,17,2.4,1.81,4.3,"Search_Engine",5,28,"PC"
511.26,430,11,3.7,1.59,3.7,"Search_Engine",4,34,"PC"
551.9,350,9,2.7,3.67,4.2,"Social_Media_Advertisement",4,51,"PC"
614.09,782,18,2,4.13,4.2,"Friends_or_Family",4,57,"PC"
647.5,852,19,2.8,3.11,4.1,"Search_Engine",4,43,"Mobile"
621.34,713,15,2.4,1.6,4,"Social_Media_Advertisement",4,36,"PC"
651.13,817,19,3.4,2.25,4.5,"Social_Media_Advertisement",4,47,"PC"
684.62,1075,26,1.6,3.89,3.2,"Search_Engine",4,42,"Mobile"
491.82,499,12,2.3,3.36,3.8,NA,NA,57,"Mobile"
631.98,1033,25,2.5,3.94,3.6,"Search_Engine",4,41,"PC"
529.12,443,11,3.6,4.63,4,"Social_Media_Advertisement",4,49,"Mobile"
590.87,517,12,1.6,3.08,4.1,"Social_Media_Advertisement",4,43,"Mobile"
616.73,1049,26,2.3,2.98,5,"Social_Media_Advertisement",4,61,"PC"
581.73,877,20,3.9,3.17,4.2,"Social_Media_Advertisement",3,55,"Mobile"
525.96,477,11,3.8,3.39,4,"Search_Engine",NA,39,"PC"
498.47,545,12,3.7,3.1,3.9,"Search_Engine",4,56,"Mobile"
556.93,855,18,4,3.38,3.4,"Social_Media_Advertisement",4,45,"Mobile"
742.64,1499,37,3.8,3.79,3.2,"Social_Media_Advertisement",4,49,"Mobile"
616.7,620,13,1.3,4.54,4.5,"Friends_or_Family",4,47,"Mobile"
587.58,654,17,1.8,1.79,3.9,"Search_Engine",4,50,"PC"
